serialnumber,hostname,ReconciliationRuleId,sn_version,sn_variant,hn_version,hn_variant
fa3569c5-76d8-490d-bf4b-bbec83a235af,fa3569c5-76d8-490d-bf4b-bbec83a235af,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
9660dc21-a0da-4648-ac67-ecdad01cc949,9660dc21-a0da-4648-ac67-ecdad01cc949,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
c99fb602-2c26-463f-ae58-577ecb03a2f8,c99fb602-2c26-463f-ae58-577ecb03a2f8,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
7a098483-f60c-45a8-8993-89a4ff46a197,7a098483-f60c-45a8-8993-89a4ff46a197,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
04197edf-228e-460c-9333-6e472c3ae93c,04197edf-228e-460c-9333-6e472c3ae93c,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
a5c2fe66-ad88-4314-b1f4-43022e55bfb0,a5c2fe66-ad88-4314-b1f4-43022e55bfb0,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
4898bbca-05b9-41b6-b91b-4fe0e0c8e84c,4898bbca-05b9-41b6-b91b-4fe0e0c8e84c,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
269ce200-f6ff-49c9-b8a8-ab91db4e777f,269ce200-f6ff-49c9-b8a8-ab91db4e777f,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
d9903091-62d5-466e-8ffc-de147141f532,d9903091-62d5-466e-8ffc-de147141f532,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
6aec9152-c98c-46f2-8d1a-5145409dfbce,6aec9152-c98c-46f2-8d1a-5145409dfbce,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
92083500-fe66-42db-a335-1abe5d38c75a,92083500-fe66-42db-a335-1abe5d38c75a,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
482c5833-3143-438b-b741-496b4926dff3,482c5833-3143-438b-b741-496b4926dff3,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
f7260945-9c74-410e-afb6-94537a6518d7,f7260945-9c74-410e-afb6-94537a6518d7,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
a154e5df-8d0e-4b9b-be69-3c9ec7be10d9,a154e5df-8d0e-4b9b-be69-3c9ec7be10d9,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
54f129a3-342d-4125-ac4c-aa7fc6ac5ba9,54f129a3-342d-4125-ac4c-aa7fc6ac5ba9,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
3f3eb9aa-20e7-41cb-9325-9763f5127187,3f3eb9aa-20e7-41cb-9325-9763f5127187,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
dbbeb767-038b-4f12-982b-48427c195a77,dbbeb767-038b-4f12-982b-48427c195a77,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
4f0764cf-3a12-4ac8-a779-71212691ad1d,4f0764cf-3a12-4ac8-a779-71212691ad1d,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
249b72dc-d57c-4ce3-9435-2ed2df6782e5,249b72dc-d57c-4ce3-9435-2ed2df6782e5,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
d8d92649-f94b-4b5a-84bf-80315612e41c,d8d92649-f94b-4b5a-84bf-80315612e41c,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
7539f8af-d4eb-4587-8d2f-0ad0f4272fcc,7539f8af-d4eb-4587-8d2f-0ad0f4272fcc,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
baaed49b-d389-4da8-a2a7-a25dd6fb9bf9,baaed49b-d389-4da8-a2a7-a25dd6fb9bf9,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
e12cea96-d69b-431d-b6e2-2d28a256af9c,e12cea96-d69b-431d-b6e2-2d28a256af9c,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
cd6eabc7-e8f1-4218-a350-cda4f5874530,cd6eabc7-e8f1-4218-a350-cda4f5874530,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
2a2698ae-b30d-4f9a-9e77-7840ac1c0b54,2a2698ae-b30d-4f9a-9e77-7840ac1c0b54,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
28ae6ff6-4446-4b45-889e-bc250305bf4b,28ae6ff6-4446-4b45-889e-bc250305bf4b,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
379b6a1f-90b6-41ce-866a-bf2d99ff9a9d,379b6a1f-90b6-41ce-866a-bf2d99ff9a9d,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
92630b9b-883b-446e-b9da-50f1192ab1fc,92630b9b-883b-446e-b9da-50f1192ab1fc,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
10ac2e0b-642b-47f0-8270-907bfc529287,10ac2e0b-642b-47f0-8270-907bfc529287,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
0acbba1e-3d3f-40df-9270-57e48697275d,0acbba1e-3d3f-40df-9270-57e48697275d,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
e2072e7b-4f10-4bdc-b0ac-a0e6caf5841a,e2072e7b-4f10-4bdc-b0ac-a0e6caf5841a,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
3efbef51-784e-4c86-88dc-fea92e1996d5,3efbef51-784e-4c86-88dc-fea92e1996d5,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
a5a892d1-2a13-46d3-91f3-19973ede1ce4,a5a892d1-2a13-46d3-91f3-19973ede1ce4,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
3caacf50-6951-443f-b0f1-8406c48749fe,3caacf50-6951-443f-b0f1-8406c48749fe,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
ae292441-5978-48b1-85ee-0367cbdeaff8,ae292441-5978-48b1-85ee-0367cbdeaff8,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
4be97b39-0014-40f5-89d2-f3e069f5e410,4be97b39-0014-40f5-89d2-f3e069f5e410,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
a3e804ab-10f5-4855-8b6e-f53ea7eb9e8d,a3e804ab-10f5-4855-8b6e-f53ea7eb9e8d,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
08b441c7-b949-48a4-bdf2-d63de52124cd,08b441c7-b949-48a4-bdf2-d63de52124cd,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
,f50fd3b2-2a13-4bc7-b5ea-958da0f748ed,130,,,4.0,specified in RFC 4122
,75613f0a-95e2-4eab-925b-68a380ec32de,130,,,4.0,specified in RFC 4122
,350b1c43-a709-4208-adc5-e65705c0f444,130,,,4.0,specified in RFC 4122
,a5168e46-6725-4353-83da-e8b43a05539b,130,,,4.0,specified in RFC 4122
db413528-d80c-4c42-b2b1-c860e3c44e04,db413528-d80c-4c42-b2b1-c860e3c44e04,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
eb3d3575-217a-4121-89ba-6e9a01dbe2d6,eb3d3575-217a-4121-89ba-6e9a01dbe2d6,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
fb505158-b6df-4024-a9c6-ee0975ed618e,fb505158-b6df-4024-a9c6-ee0975ed618e,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
ae587959-3ec6-4643-a4db-700f0549155f,ae587959-3ec6-4643-a4db-700f0549155f,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
0952a327-e16c-453b-9c73-650f9a518e99,0952a327-e16c-453b-9c73-650f9a518e99,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
b4da6c54-a12b-45ca-9041-3801b4c070a3,b4da6c54-a12b-45ca-9041-3801b4c070a3,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
4384e656-318a-412c-bf3b-7ca6f5330268,4384e656-318a-412c-bf3b-7ca6f5330268,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
,efe39428-969c-4a3c-b8d0-c8ce6e91632a,130,,,4.0,specified in RFC 4122
,2bfb9afa-0aab-4e8d-8fda-5890490e4fcb,130,,,4.0,specified in RFC 4122
,80efffdf-a996-4af9-b3b7-cc78e7e500d9,130,,,4.0,specified in RFC 4122
,b5e6dfc4-4f58-4e7f-8cd8-bcacdad0178c,130,,,4.0,specified in RFC 4122
,9becf86e-b2ac-4064-a0df-88ff927e9c4f,130,,,4.0,specified in RFC 4122
,2865162a-fe97-455a-824a-3a1ee6ef38ca,130,,,4.0,specified in RFC 4122
,5b85b377-86d3-42b6-a40d-fc18976e6ab6,130,,,4.0,specified in RFC 4122
e2fd1612-51a1-43d0-83c7-6e1d5ac4bc1e,e2fd1612-51a1-43d0-83c7-6e1d5ac4bc1e,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
6e6062d1-29ae-432e-9254-28229ff331d3,6e6062d1-29ae-432e-9254-28229ff331d3,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
,77262e45-0e55-4103-9613-c7a914d9439a,130,,,4.0,specified in RFC 4122
,7a61175b-336c-41f9-9092-29a7eab9498b,130,,,4.0,specified in RFC 4122
,e2d4a143-cdbc-4dd5-945d-4df77566e45f,130,,,4.0,specified in RFC 4122
,30941aaa-67af-4ef1-94ec-a907e89a54eb,130,,,4.0,specified in RFC 4122
f1c6d592-6b71-4a7e-b4ee-b37422c10616,f1c6d592-6b71-4a7e-b4ee-b37422c10616,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
,5896de94-2346-4180-9bba-84de30a9b9e8,130,,,4.0,specified in RFC 4122
,756f5587-f8c6-4d50-8624-2ef163d1a681,130,,,4.0,specified in RFC 4122
,d72e0779-a88a-4e74-9003-6a300575b3f5,130,,,4.0,specified in RFC 4122
,038b6913-2bfb-4cf0-93e6-96faa35d0263,130,,,4.0,specified in RFC 4122
,682161b4-5e9f-489f-8b15-2ecfc48e986c,130,,,4.0,specified in RFC 4122
,f4ddb6d7-4ce3-46dc-8e87-e6836b42898b,130,,,4.0,specified in RFC 4122
,77937593-17b3-4549-b7e8-6f9ebfe953d1,130,,,4.0,specified in RFC 4122
,9b3a85fd-6b8e-4cbd-bd81-8176d26e7898,130,,,4.0,specified in RFC 4122
,99f11e9e-c851-49e1-8d78-700f2042e345,130,,,4.0,specified in RFC 4122
,337fbced-29dd-47d1-adf7-21bd563cd28a,130,,,4.0,specified in RFC 4122
,180dfb15-4954-4059-aaa1-29bbf44aed35,130,,,4.0,specified in RFC 4122
,eb8f485c-f63e-4ad8-a03a-2a96526a98dc,130,,,4.0,specified in RFC 4122
,13b94a6b-0d26-4d86-aaad-beada99fcf3b,130,,,4.0,specified in RFC 4122
,703bcd23-57e8-4d58-9000-d11b0828cbb7,130,,,4.0,specified in RFC 4122
e050c897-8a68-46b2-9b3e-3b061e057af6,e050c897-8a68-46b2-9b3e-3b061e057af6,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
717d7241-0221-4f8d-83fd-0d309173b567,717d7241-0221-4f8d-83fd-0d309173b567,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
,9c5fdb96-d54b-4828-9fea-876d11b6db94,130,,,4.0,specified in RFC 4122
,87b53b4a-b2e0-46b1-9e28-87be0a5cdfa7,130,,,4.0,specified in RFC 4122
,cd51cba9-c070-4c6f-b83c-18c34f1bdc3c,130,,,4.0,specified in RFC 4122
,294e56dc-1a72-486a-848d-3388a6cf3a32,130,,,4.0,specified in RFC 4122
,e20d9d06-9f3b-4f63-a5cb-596f9f8b8da9,130,,,4.0,specified in RFC 4122
,c282b2f6-2e5a-4efc-b6cc-1486233dcc85,130,,,4.0,specified in RFC 4122
,786e70ed-8ac8-41cf-8605-a331e51880aa,130,,,4.0,specified in RFC 4122
,ddc6e980-8004-4248-bc4a-014c6b7f6b73,130,,,4.0,specified in RFC 4122
,cfa5f19b-9a81-425c-ae46-7cec564f1819,130,,,4.0,specified in RFC 4122
,ab33186c-445e-4f3e-acb5-1bd99faf6cf9,130,,,4.0,specified in RFC 4122
,5e3b39cc-8798-4b5d-89b1-2dcf417b99b4,130,,,4.0,specified in RFC 4122
,54264bc8-1888-4eaa-9af7-73d80c277913,130,,,4.0,specified in RFC 4122
,c9332bcd-9e3a-4a06-85b2-355f3b4a9f6d,130,,,4.0,specified in RFC 4122
,1761d703-4990-470f-b3ce-ca5a25bc111d,130,,,4.0,specified in RFC 4122
,50eb6fc4-0698-48e8-aa14-8dd47c1efe07,130,,,4.0,specified in RFC 4122
,30f6b87e-51c0-4e19-b201-036473ef0387,130,,,4.0,specified in RFC 4122
,2d4b4acd-32d0-4013-ac83-6e214a7175be,130,,,4.0,specified in RFC 4122
,96ced160-cee8-4521-94a2-3c14933e8748,130,,,4.0,specified in RFC 4122
,8194d774-0067-4ba5-8a1b-62307d428203,130,,,4.0,specified in RFC 4122
,697d2f5c-6b00-4772-be70-c88d54037d07,130,,,4.0,specified in RFC 4122
,5c37f193-c2bf-4ea6-9f7f-7493d8205de1,130,,,4.0,specified in RFC 4122
,1a4468e2-b14c-43db-82b9-10f8f8c92dcf,130,,,4.0,specified in RFC 4122
,71f33b99-690b-415d-88f0-29f877e2063b,130,,,4.0,specified in RFC 4122
,dad1c0a3-5f45-4966-802d-8c648939622a,130,,,4.0,specified in RFC 4122
,4351312a-0827-4647-a0ab-f833651e1f0b,130,,,4.0,specified in RFC 4122
,04cbdf74-5258-44a9-814a-3f80bd86c319,130,,,4.0,specified in RFC 4122
,18ba36a1-1fcb-42d1-b033-4cb88f123388,130,,,4.0,specified in RFC 4122
,569c3e97-fd00-4d7a-89e2-d9b497974cf3,130,,,4.0,specified in RFC 4122
,257a4629-0bb7-47b0-90c5-bc3c6b0d6b13,130,,,4.0,specified in RFC 4122
,b32e776d-e037-4b5f-a6c1-2c80b6fe8785,130,,,4.0,specified in RFC 4122
,12dd83b2-ec2f-4105-8f21-57ccc3b3b1ca,130,,,4.0,specified in RFC 4122
,8febef93-7688-4345-ad0a-d67d36251904,130,,,4.0,specified in RFC 4122
,38b30fbe-249c-4218-bc42-bf6b1253ce34,130,,,4.0,specified in RFC 4122
,57230f2f-7de1-4b89-b538-aea430cfa525,130,,,4.0,specified in RFC 4122
,99a3f5a0-d08c-4260-b978-12564133a857,130,,,4.0,specified in RFC 4122
,86c65f93-c12b-4fe7-a7ab-34d3d6a9d3d5,130,,,4.0,specified in RFC 4122
,816aed88-d584-4488-8f9b-ec1450a2202f,130,,,4.0,specified in RFC 4122
,e83fa655-b69c-48b5-94ca-c3cfb36308e8,130,,,4.0,specified in RFC 4122
,5547c368-ab69-4109-932b-a7120afd7cfb,130,,,4.0,specified in RFC 4122
,d8cdcb69-cbd8-4a11-9949-3191e595acb8,130,,,4.0,specified in RFC 4122
,a95d239f-17e7-44de-bf2e-de3d221ce5d1,130,,,4.0,specified in RFC 4122
,c2880d47-ea02-403b-8e8b-868b428495a7,130,,,4.0,specified in RFC 4122
,fb11ba32-2fe4-474f-beed-07316fc6c432,130,,,4.0,specified in RFC 4122
,8957bae0-be41-4c09-8464-f8d8a1ecd86d,130,,,4.0,specified in RFC 4122
,95dfd744-d497-44c2-930d-892a3ce7d2c9,130,,,4.0,specified in RFC 4122
,ecca9ae7-5ae5-4a25-bdf1-b4d42450a0df,130,,,4.0,specified in RFC 4122
,4c2cfff9-24c6-44b0-a71f-c53f8dfea02c,130,,,4.0,specified in RFC 4122
,772cd169-a8fd-4dee-a7d4-d80647766301,130,,,4.0,specified in RFC 4122
,3c026c55-be87-4141-b20b-a1700c18c95c,130,,,4.0,specified in RFC 4122
,c2612223-e0b3-4fb8-b982-0d0187e42863,130,,,4.0,specified in RFC 4122
,d5f85646-4346-4f61-92b6-5b87bbf78e78,130,,,4.0,specified in RFC 4122
,99a2ade3-043e-4482-9ec9-043f5b81ec2d,130,,,4.0,specified in RFC 4122
,7082ffd9-9e01-4916-b64a-cf0755049a28,130,,,4.0,specified in RFC 4122
,eca09e04-7d74-4e1b-8687-688b00c2ab7e,130,,,4.0,specified in RFC 4122
,cda5175d-5041-4636-8110-776f817cdc29,130,,,4.0,specified in RFC 4122
,0de0ba21-3660-4cd4-812e-626956f092ca,130,,,4.0,specified in RFC 4122
,f7e93c4e-74cb-4a56-8fea-825ef28873e9,130,,,4.0,specified in RFC 4122
,927b3b13-e466-4263-8611-ec395f0181ec,130,,,4.0,specified in RFC 4122
,db464dc5-2743-409e-932b-46dfb4210090,130,,,4.0,specified in RFC 4122
,49a21ece-0836-4ae8-b5a4-4afcf14af494,130,,,4.0,specified in RFC 4122
,622b55fd-deb9-4011-bc44-45cb992825fb,130,,,4.0,specified in RFC 4122
,83ff445b-b430-4976-948f-54c0dbfb0cc6,130,,,4.0,specified in RFC 4122
,a0c8ae71-0f82-45f3-aa92-163ab5e8416d,130,,,4.0,specified in RFC 4122
,18dad369-dab7-46d3-828d-c915a398021c,130,,,4.0,specified in RFC 4122
,52b158ca-5f6f-446b-bb94-f5ef66e23fb7,130,,,4.0,specified in RFC 4122
,963fed6b-3788-48aa-835a-fe13e3074ed0,130,,,4.0,specified in RFC 4122
,a7b88eac-3ab0-4e7c-86e9-ccf2d6633ea9,130,,,4.0,specified in RFC 4122
,49ae7062-3a21-41df-8b56-096fd0c6b579,130,,,4.0,specified in RFC 4122
,68b5f1d4-93b7-41ac-bf69-d0c7b9a8ffcf,130,,,4.0,specified in RFC 4122
,50c10666-144d-43e6-afd6-e007da5f7f4f,130,,,4.0,specified in RFC 4122
,1c0631f1-67d6-4ba9-abfc-69f294b9677f,130,,,4.0,specified in RFC 4122
,0fdc6f5e-c1b3-416a-bdb3-c6fc26f2c1de,130,,,4.0,specified in RFC 4122
,26a72983-cdcc-4a26-9483-e4c5a55c6abd,130,,,4.0,specified in RFC 4122
,8cdbff65-a535-4391-b566-9e366f1b5ce2,130,,,4.0,specified in RFC 4122
,fc4bb72b-d8e0-4625-ad25-3e409b763739,130,,,4.0,specified in RFC 4122
,03a1bbae-3cc2-464f-9fe1-2b5ead1389fb,130,,,4.0,specified in RFC 4122
,2bc608ea-d9b2-4314-8b99-6b1f2c9e010f,130,,,4.0,specified in RFC 4122
ac6bcda9-ebc1-451b-84ca-e505d45ee6b3,ac6bcda9-ebc1-451b-84ca-e505d45ee6b3,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
f121be47-a724-48f4-9d25-446b82a64dfa,f121be47-a724-48f4-9d25-446b82a64dfa,110,4.0,specified in RFC 4122,4.0,specified in RFC 4122
